1,31,27,09
1,9,13,23
1,2,25,10
1,14,41,47
1,8,47,02
1,8,25,17
1,13,44,10
1,5,19,27
1,10,14,23
1,31,10,38
1,31,28,44
1,11,47,29
1,17,15,08
1,7,14,15
1,5,39,03
1,1,05,37
1,2,43,11
1,16,37,35
1,28,36,05
1,15,07,11
1,5,29,11
1,19,37,17
1,8,03,06
1,22,04,29
1,3,17,44
1,1,46,28
1,5,39,41
1,13,21,39
1,20,41,17
1,15,15,04
1,4,26,19
1,19,08,15
1,1,09,47
1,31,29,41
1,4,12,11
1,2,42,21
1,20,25,36
1,27,39,43
1,7,08,11
1,3,39,11
1,12,06,11
1,1,38,04
1,23,37,22
1,16,01,42
1,8,07,19
1,25,30,01
1,13,41,24
1,20,32,10
1,20,41,45
1,13,11,19
1,17,16,36
1,21,08,15
1,13,04,36
1,24,46,04
1,25,19,22
1,18,12,10
1,26,10,22
1,9,17,37
1,22,17,19
1,6,24,06
1,9,35,07
1,5,06,37
1,8,31,02
1,30,41,09
1,23,27,17
1,28,32,22
1,5,28,01
1,20,20,43
1,9,05,43
1,21,39,38
1,13,43,28
1,31,32,23
1,24,41,07
1,23,30,14
1,21,01,03
1,14,22,12
1,29,42,20
1,20,39,31
1,23,21,42
1,15,14,08
1,7,11,09
1,11,44,38
1,5,39,46
1,29,29,45
1,5,43,14
1,29,32,32
1,29,17,16
1,9,03,10
1,19,38,04
1,5,17,07
1,19,37,17
1,26,35,38
1,17,21,22
1,25,03,46
1,20,05,35
1,3,16,37
1,1,21,05
1,14,05,07
1,11,44,29
1,10,16,43
1,6,10,29
1,31,44,05
1,22,17,47
1,29,09,07
1,21,42,44
1,31,32,39
1,12,07,44
1,3,15,30
1,7,46,41
1,17,25,04
1,3,34,31
1,12,41,43
1,9,23,27
1,21,28,30
1,24,23,40
1,30,17,29
1,19,06,40
1,31,20,31
1,7,15,03
1,16,40,46
1,20,20,32
1,4,47,20
1,22,30,26
1,14,09,04
1,23,35,02
1,19,14,04
1,12,18,06
1,25,37,44
1,18,37,21
1,28,11,39
1,10,47,06
1,23,25,07
1,31,40,30
1,15,17,42
1,12,20,32
1,22,14,01
1,18,08,11
1,20,23,24
1,31,14,13
1,3,44,31
1,21,35,03
1,14,42,21
1,19,07,08
1,16,32,18
1,28,09,41
1,17,20,06
1,6,39,41
1,19,08,24
1,21,20,08
1,30,26,01
1,23,01,13
1,15,09,22
1,9,13,35
1,2,11,39
1,6,28,18
1,19,19,02
1,1,17,29
1,4,25,05
1,12,21,02
1,16,26,06
1,1,06,25
1,28,36,41
1,7,22,27
1,23,22,43
1,12,30,36
1,28,29,13
1,15,39,37
1,24,01,01
1,18,29,40
1,26,16,46
1,20,30,07
1,26,20,45
1,8,41,40
1,30,25,01
1,10,38,15
1,15,02,21
1,26,08,09
1,4,10,42
1,28,12,33
1,19,25,32
1,26,21,29
1,30,22,24
1,1,41,30
1,26,40,31
1,3,08,06
1,30,32,44
1,20,05,42
1,22,22,39
1,26,38,13
1,8,21,42
1,3,38,27
1,4,18,21
1,23,01,11
1,1,37,28
1,31,28,03
1,27,37,32
1,27,43,11
1,2,46,05
1,19,20,34
1,30,10,45
1,26,18,38
1,9,37,33
1,23,06,10
1,15,37,45
1,23,26,29
1,26,17,14
1,3,14,08
1,14,26,08
1,9,30,27
1,29,36,05
1,13,25,15
1,9,11,43
1,19,13,27
1,17,44,31
1,3,37,09
1,10,47,10
1,6,24,30
1,19,43,41
1,23,03,21
1,28,37,06
1,3,36,42
1,21,31,15
1,8,04,15
1,31,42,02
1,18,37,29
1,2,18,34
1,22,46,06
1,8,13,12
1,28,21,04
1,27,25,24
1,4,41,17
1,27,36,27
1,13,12,37
1,24,35,24
1,7,47,34
1,21,01,08
1,8,35,08
1,14,20,36
1,15,10,27
1,17,08,46
1,21,23,08
1,5,45,35
1,7,07,34
1,5,07,23
1,12,18,35
1,31,24,36
1,10,29,16
1,13,12,27
1,6,24,15
1,1,28,22
1,20,11,39
1,28,02,20
1,6,11,05
1,2,47,23
1,20,06,29
1,4,45,30
1,8,41,38
1,22,01,34
1,11,13,02
1,2,01,03
1,8,12,39
1,14,14,40
1,27,21,16
1,2,12,15
1,25,41,33
1,22,20,07
1,27,24,04
1,7,44,01
1,2,02,38
1,29,46,13
1,22,06,30
1,21,41,47
1,15,40,09
1,5,22,15
1,2,11,26
1,5,14,09
1,19,39,17
1,21,01,34
1,28,31,38
1,30,11,07
1,14,32,05
1,31,32,07
1,26,09,34
1,21,35,15
1,24,37,32
1,6,03,33
1,1,25,46
1,30,10,19
1,5,38,16
1,11,27,23
1,26,16,03
1,26,05,03
1,31,20,01
1,26,11,10
1,29,25,21
1,13,18,28
1,28,44,25
1,18,07,36
1,17,38,26
1,2,44,32
1,25,04,37
1,24,34,06
1,10,39,19
1,28,08,03
1,16,10,17
1,4,18,13
1,25,05,02
1,19,10,13
1,27,03,11
1,5,41,04
1,12,02,24
1,6,27,45
1,19,25,09
1,18,29,37
1,13,44,46
1,29,14,34
1,8,02,14
1,18,39,39
1,25,10,13
1,16,16,29
1,4,29,06
1,28,20,24
1,27,30,46
1,12,13,35
1,4,44,47
1,25,05,08
1,8,18,03
1,19,26,04
1,22,17,16
1,2,29,11
1,22,14,28
1,7,24,47
1,27,44,23
1,10,46,40
1,18,20,14
1,30,28,11
1,31,43,22
1,24,17,34
1,3,07,07
1,10,28,43
1,27,32,11
1,19,08,11
1,3,33,06
1,19,12,43
1,2,21,35
1,29,44,27
1,11,31,03
1,29,47,32
1,14,42,21
1,2,02,33
1,8,42,19
1,26,07,39
1,7,42,18
1,25,11,31
1,17,23,04
1,5,12,30
1,16,27,14
1,17,45,13
1,1,22,25
1,25,02,27
1,9,42,03
1,6,05,39
1,14,24,24
1,7,01,35
1,29,42,38
1,23,16,09
1,26,10,18
1,13,16,42
1,17,21,06
1,10,05,17
1,19,38,47
1,11,40,39
1,6,37,12
1,17,10,21
1,31,06,41
1,14,22,21
1,14,33,06
1,26,28,17
1,31,37,31
1,23,15,10
1,22,32,33
1,26,24,47
1,11,01,35
1,26,33,40
1,24,08,39
1,4,12,03
1,10,22,07
1,27,07,23
1,26,18,08
1,30,35,17
1,18,16,22
1,25,43,16
1,4,38,39
1,15,26,22
1,5,06,36
1,4,07,12
1,18,30,25
1,28,44,46
1,6,33,31
1,16,45,30
1,30,45,37
1,30,33,24
1,28,25,18
1,30,40,21
1,8,01,38
1,7,09,17
1,3,17,24
1,25,08,05
1,28,26,28
1,16,23,39
1,26,31,12
1,13,29,14
1,29,27,19
1,7,35,02
1,31,24,17
1,15,13,10
1,21,25,43
1,17,34,15
1,3,14,20
1,6,44,01
1,22,03,31
1,23,06,45
1,10,09,26
1,1,37,31
1,28,27,04
1,26,25,04
1,31,07,21
1,25,22,22
1,24,24,37
1,5,21,24
1,12,31,42
1,8,37,41
1,3,22,19
1,13,12,37
1,26,22,38
1,14,37,28
1,18,46,42
1,29,12,29
1,30,12,23
1,27,06,19
1,12,17,34
1,8,14,27
1,27,10,44
1,2,24,27
1,26,36,40
1,19,06,19
1,31,32,17
1,16,19,36
1,20,27,07
1,8,05,14
1,5,28,34
1,17,09,19
1,8,14,32
1,13,24,39
1,26,29,42
1,5,04,30
1,4,28,17
1,20,11,45
1,24,08,22
1,13,41,36
1,22,17,20
1,23,23,41
1,28,46,10
1,15,10,04
1,26,41,41
1,7,39,05
1,19,40,33
1,1,15,09
1,18,26,30
1,9,24,42
1,7,38,32
1,31,29,35
1,23,44,39
1,31,17,25
1,6,28,36
1,29,20,28
1,19,37,28
1,16,08,30
1,7,28,29
1,14,31,20
1,26,15,39
1,8,23,19
1,23,40,43
1,31,04,33
1,13,07,13
1,12,29,38
1,14,38,25
1,23,08,23
1,29,42,11
1,19,43,02
1,27,46,21
1,25,03,04
1,15,45,04
1,9,47,17
1,4,04,14
1,3,42,26
1,15,26,36
1,31,45,25
1,28,25,35
1,22,26,24
1,5,12,21
1,28,36,30
1,6,36,18
1,6,13,35
1,20,18,13
1,8,28,40
1,5,11,05
1,11,02,15
1,16,35,10
1,25,17,17
